no,id,listingType,type,parentType,price,currency,basePrice,baseCurrency,roomCount,livingRoomCount,roomSlug,size,cityId,cityName,countyId,countyName,districtId,districtName
544000,1814210,Sale,Daire,Konut,350000,TRY,350000,TRY,3,1,3 + 1,127,2554,İzmir,3480,Menderes,3486,Cüneytbey
544001,777006,Rent,Rezidans,Konut,2800,TRY,2800,TRY,2,1,2 + 1,98,2554,İzmir,3183,Karşıyaka,3202,İmbatlı
544002,2086455,Sale,Daire,Konut,210000,TRY,210000,TRY,2,1,2 + 1,100,1,İstanbul,229,Beylikdüzü,233,Gürpınar
544003,1934429,Rent,Daire,Konut,1500,TRY,1500,TRY,3,1,3 + 1,140,1,İstanbul,601,Küçükçekmece,621,Tevfik Bey
544004,2181162,Sale,Daire,Konut,177500,TRY,177500,TRY,2,1,2 + 1,115,32637,Muğla,32706,Dalaman,32707,Merkez
544005,2093437,Rent,Daire,Konut,1500,TRY,1500,TRY,3,1,3 + 1,102,1,İstanbul,537,Kadıköy,543,Merdivenköy
544006,1578445,Sale,Konut İmarlı,Arsa,135000,TRY,135000,TRY,,,,193,14827,Çorum,15038,Çorum Merkez,71047,Ulukavak
544007,1372016,Sale,Daire,Konut,245000,TRY,245000,TRY,2,1,2 + 1,95,6253,Kocaeli,6305,Darıca,6307,Bağlarbaşı
544008,1976037,Sale,Daire,Konut,1050000,TRY,1050000,TRY,4,1,4 + 1,188,1012,Ankara,1322,Çankaya,74515,Yaşamkent
544009,1905758,Sale,Yazlık,Konut,450000,TRY,450000,TRY,4,1,4 + 1,140,10423,Aydın,10831,Kuşadası,10853,Davutlar
544010,1810703,Sale,Daire,Konut,270000,TRY,270000,TRY,4,1,4 + 1,160,19584,Eskişehir,20081,Tepebaşı,20124,Şeker
544011,2156909,Sale,Villa,Konut,2450000,TRY,2450000,TRY,4,1,4 + 1,360,2554,İzmir,3088,Güzelbahçe,3089,Yalı
544012,1695783,Sale,Daire,Konut,238000,TRY,238000,TRY,4,1,4 + 1,140,1012,Ankara,2326,Pursaklar,2327,Fatih
544013,1785835,Sale,Tarla,Arsa,168000,TRY,168000,TRY,,,,3100,13752,Bolu,13823,Bolu Merkez,72493,Elmalık Köyü
544014,1422812,Sale,Daire,Konut,250000,TRY,250000,TRY,3,1,3 + 1,125,5092,Bursa,5138,Gemlik,5154,Orhaniye
544015,2027681,Sale,Daire,Konut,595000,TRY,595000,TRY,3,1,3 + 1,150,2554,İzmir,2989,Çiğli,74810,Ataşehir
544016,1352557,Sale,Daire,Konut,310000,TRY,310000,TRY,3,1,3 + 1,170,6826,Adana,7452,Seyhan,7528,Gürselpaşa
544017,1832595,Sale,Konut İmarlı,Arsa,250000,TRY,250000,TRY,,,,900,35966,Sakarya,36052,Akyazı,36112,Kuzuluk
544018,2190032,Sale,Daire,Konut,780000,TRY,780000,TRY,3,1,3 + 1,168,1,İstanbul,131,Başakşehir,137,Kayabaşı
544019,893348,Rent,"Depo, Antrepo İzinli",Arsa,2000,TRY,2000,TRY,,,,2000,17102,Düzce,17250,Düzce Merkez,72496,İhsaniye Köyü
544020,1997186,Sale,Daire,Konut,109000,TRY,109000,TRY,3,1,3 + 1,145,35287,Osmaniye,35463,Osmaniye Merkez,70750,Kurtuluş
544021,1788665,Sale,Daire,Konut,365000,TRY,365000,TRY,3,1,3 + 1,100,1012,Ankara,1322,Çankaya,74532,Ümit
544022,1450546,Sale,Daire,Konut,360000,TRY,360000,TRY,2,1,2 + 1,110,1,İstanbul,625,Maltepe,627,Altıntepe
544023,1722935,Rent,Daire,Konut,650,TRY,650,TRY,2,1,2 + 1,90,1,İstanbul,287,Büyükçekmece,300,Hürriyet
544024,1419339,Sale,Daire,Konut,185000,TRY,185000,TRY,1,1,1 + 1,60,1,İstanbul,601,Küçükçekmece,621,Tevfik Bey
544025,2166233,Sale,Villa,Konut,2750000,TRY,2750000,TRY,5,1,5 + 1,350,1,İstanbul,806,Silivri,69746,Mimar Sinan
544026,1975506,Sale,Villa,Konut,3500000,TRY,3500000,TRY,5,1,5 + 1,400,1,İstanbul,287,Büyükçekmece,295,Alkent 2000
544027,1652396,Rent,Daire,Konut,900,TRY,900,TRY,1,0,1 + 0,45,1,İstanbul,644,Pendik,654,Yenişehir
544028,1635290,Sale,Tarla,Arsa,130000,TRY,130000,TRY,,,,5000,36701,Samsun,66135,19 Mayıs,66191,Dağköy
544029,1776132,Sale,Daire,Konut,192500,TRY,192500,TRY,2,1,2 + 1,90,1,İstanbul,644,Pendik,664,Fatih
544030,2292173,Sale,Konut İmarlı,Arsa,42000,TRY,42000,TRY,,,,956,11210,Balıkesir,11714,Gönen,11784,Akçaali
544031,2226944,Rent,Daire,Konut,2750,TRY,2750,TRY,1,1,1 + 1,80,1012,Ankara,1322,Çankaya,1351,Oran
544032,1797875,Sale,Çiftlik,Arsa,70000,TRY,70000,TRY,,,,35,1012,Ankara,2228,Polatlı,2301,Olukpınar
544033,2196363,Rent,Daire,Konut,2000,TRY,2000,TRY,3,1,3 + 1,150,1,İstanbul,49,Ataşehir,52,İçerenköy
544034,1431167,Sale,Daire,Konut,299000,TRY,299000,TRY,3,1,3 + 1,150,19584,Eskişehir,19836,Odunpazarı,19859,Vişnelik
544035,1486984,Sale,Daire,Konut,218000,TRY,218000,TRY,2,1,2 + 1,110,34286,Ordu,35185,Altınordu,35224,Nizamettin
544036,2192900,Sale,Daire,Konut,258000,TRY,258000,TRY,3,1,3 + 1,115,1,İstanbul,101,Bahçelievler,109,Soğanlı
544037,1394770,Sale,Daire,Konut,260000,TRY,260000,TRY,3,1,3 + 1,160,17732,Elazığ,17893,Elazığ Merkez,70870,Ataşehir
544038,2115984,Sale,Bahçe,Arsa,98000,TRY,98000,TRY,,,,8000,31676,Mersin,32097,Mut,32132,Pamuklu
544039,1341670,Sale,Daire,Konut,109000,TRY,109000,TRY,1,1,1 + 1,55,11210,Balıkesir,11304,Bandırma,11321,İhsaniye
544040,2015775,Sale,Daire,Konut,580000,TRY,580000,TRY,2,1,2 + 1,105,10423,Aydın,10831,Kuşadası,10832,Türkmen
544041,1368451,Sale,Konut İmarlı,Arsa,550000,TRY,550000,TRY,,,,730,2554,İzmir,3858,Torbalı,74416,Ayrancılar
544042,1809295,Sale,Daire,Konut,160000,TRY,160000,TRY,3,1,3 + 1,120,1012,Ankara,2071,Mamak,69702,Peyami Safa
544043,1604876,Sale,Daire,Konut,660000,TRY,660000,TRY,3,1,3 + 1,118,1,İstanbul,601,Küçükçekmece,603,Atakent
544044,1758150,Sale,Daire,Konut,247500,TRY,247500,TRY,2,1,2 + 1,75,1,İstanbul,355,Çekmeköy,372,Merkez
544045,1514401,Rent,Daire,Konut,1400,TRY,1400,TRY,1,1,1 + 1,50,1012,Ankara,1322,Çankaya,2483,Çayyolu
544046,1579529,Rent,Villa,Konut,45900,TRY,45900,TRY,3,2,3 + 2,180,32637,Muğla,32638,Bodrum,32648,Bitez
544047,1915232,Sale,Daire,Konut,130000,TRY,130000,TRY,2,1,2 + 1,100,3960,Antalya,4574,Kepez,4601,Hüsnü Karakaş
544048,1687567,Rent,Daire,Konut,1250,TRY,1250,TRY,2,1,2 + 1,85,1,İstanbul,101,Bahçelievler,106,Hürriyet
544049,1870653,Sale,Dükkan / Mağaza,İşyeri,780000,TRY,780000,TRY,,,,460,36701,Samsun,37684,Tekkeköy,37701,Kirazlık
544050,1602250,Sale,Daire,Konut,178000,TRY,178000,TRY,1,1,1 + 1,65,1,İstanbul,871,Sultanbeyli,876,Battalgazi
544051,1573869,Sale,Daire,Konut,149900,TRY,149900,TRY,2,1,2 + 1,100,1,İstanbul,229,Beylikdüzü,232,Cumhuriyet
544052,2199696,Rent,Rezidans,Konut,6500,TRY,6500,TRY,3,1,3 + 1,180,1,İstanbul,703,Sarıyer,704,Maslak
544053,1957553,Rent,Daire,Konut,2200,TRY,2200,TRY,2,1,2 + 1,65,1,İstanbul,241,Beyoğlu,245,Gümüşsuyu
544054,1843098,Rent,Daire,Konut,600,TRY,600,TRY,2,1,2 + 1,90,2554,İzmir,3529,Menemen,3543,Gazi
544055,387869,Sale,Daire,Konut,450000,TRY,450000,TRY,3,1,3 + 1,160,1,İstanbul,580,Kartal,582,Cevizli
544056,2225229,Sale,Daire,Konut,229000,TRY,229000,TRY,3,1,3 + 1,125,14827,Çorum,15038,Çorum Merkez,70958,Buharaevler
544057,2059434,Rent,Rezidans,Konut,1950,TRY,1950,TRY,2,1,2 + 1,110,1,İstanbul,580,Kartal,585,Esentepe
544058,829067,Sale,Daire,Konut,125000,TRY,125000,TRY,3,1,3 + 1,120,1012,Ankara,1912,Keçiören,1925,Ufuktepe
544059,2287928,Sale,Tarla,Arsa,700000,TRY,700000,TRY,,,,600,32637,Muğla,32638,Bodrum,32684,Gümüşlük
544060,2184710,Rent,Daire,Konut,400,TRY,400,TRY,2,1,2 + 1,105,19584,Eskişehir,19836,Odunpazarı,19837,71 Evler
544061,2263645,Rent,Daire,Konut,1050,TRY,1050,TRY,2,1,2 + 1,80,1,İstanbul,67,Avcılar,68,Ambarlı
544062,1540584,Sale,Daire,Konut,155000,TRY,155000,TRY,1,1,1 + 1,45,2554,İzmir,2907,Buca,2908,Adatepe
544063,927367,Sale,Daire,Konut,175000,TRY,175000,TRY,2,1,2 + 1,120,1,İstanbul,229,Beylikdüzü,232,Cumhuriyet
544064,1693604,Sale,Daire,Konut,235000,TRY,235000,TRY,3,1,3 + 1,130,1012,Ankara,2482,Yenimahalle,2484,Demetevler
544065,1959428,Sale,Daire,Konut,250000,TRY,250000,TRY,4,1,4 + 1,200,32637,Muğla,32706,Dalaman,32707,Merkez
544066,987412,Sale,Daire,Konut,725000,TRY,725000,TRY,2,1,2 + 1,130,1,İstanbul,49,Ataşehir,69752,Atatürk
544067,473159,Sale,Villa,Konut,320000,TRY,320000,TRY,4,2,4 + 2,160,10423,Aydın,10576,Didim,10586,Mavişehir
544068,1600247,Sale,Daire,Konut,175000,TRY,175000,TRY,2,1,2 + 1,100,1,İstanbul,67,Avcılar,69,Cihangir
544069,1261982,Rent,Daire,Konut,1000,TRY,1000,TRY,3,1,3 + 1,165,41649,Trabzon,42456,Ortahisar,42528,2 Nolu Erdoğdu
544070,800733,Sale,Daire,Konut,255000,TRY,255000,TRY,3,1,3 + 1,125,35966,Sakarya,35967,Adapazarı,36019,Tuzla
544071,1393852,Sale,Daire,Konut,225000,TRY,225000,TRY,3,1,3 + 1,120,1012,Ankara,1565,Etimesgut,1573,Topçu
544072,1810501,Sale,Villa,Konut,340000,TRY,340000,TRY,4,1,4 + 1,160,10423,Aydın,10831,Kuşadası,10842,Kadınlar Denizi
544073,1962855,Sale,Rezidans,Konut,350000,TRY,350000,TRY,1,1,1 + 1,72,2554,İzmir,3071,Gaziemir,3076,Beyazevler
544074,1219481,Sale,Daire,Konut,245000,TRY,245000,TRY,3,1,3 + 1,165,1012,Ankara,1912,Keçiören,1918,Etlik
544075,674593,Sale,Daire,Konut,156900,TRY,156900,TRY,1,1,1 + 1,50,8229,Afyonkarahisar,8669,Afyonkarahisar Merkez,72878,Cumhuriyet
544076,2074317,Rent,Daire,Konut,920,TRY,920,TRY,1,1,1 + 1,65,31676,Mersin,32049,Mezitli,32070,Menderes
544077,1010378,Sale,Sanayi İmarlı,Arsa,100000,TRY,100000,TRY,,,,4000,15241,Denizli,15242,Acıpayam,46744,Yumrutaş
544078,1989813,Rent,Daire,Konut,2000,TRY,2000,TRY,3,1,3 + 1,135,40596,Tekirdağ,40950,Süleymanpaşa,40955,100. Yıl
544079,2289340,Rent,Daire,Konut,1000,TRY,1000,TRY,1,1,1 + 1,75,2554,İzmir,3102,Karabağlar,3133,Reis
544080,2018584,Sale,Daire,Konut,290000,TRY,290000,TRY,2,1,2 + 1,65,1,İstanbul,101,Bahçelievler,108,Siyavuşpaşa
544081,1757070,Sale,Daire,Konut,410000,TRY,410000,TRY,3,1,3 + 1,170,1,İstanbul,682,Sancaktepe,689,Emek
544082,1642201,Sale,Daire,Konut,285000,TRY,285000,TRY,2,1,2 + 1,80,1,İstanbul,998,Zeytinburnu,1005,Telsiz
544083,2185794,Sale,Konut İmarlı,Arsa,175000,TRY,175000,TRY,,,,951,8229,Afyonkarahisar,8948,Şuhut,8959,Taşlıca
544084,2032281,Sale,Müstakil Ev,Konut,800000,TRY,800000,TRY,2,1,2 + 1,1625,41024,Tokat,41192,Tokat Merkez,70144,Derbent
544085,2156857,Sale,Daire,Konut,198900,TRY,198900,TRY,2,1,2 + 1,100,1,İstanbul,229,Beylikdüzü,232,Cumhuriyet
544086,1918211,Sale,Prefabrik Ev,Konut,68000,TRY,68000,TRY,2,1,2 + 1,68,1,İstanbul,8,Arnavutköy,10,Arnavutköy Merkez
544087,1579698,Sale,Villa,Konut,1450000,TRY,1450000,TRY,5,2,5 + 2,330,1,İstanbul,806,Silivri,828,Sancaktepe
544088,1635870,Sale,Bağ,Arsa,350000,TRY,350000,TRY,,,,17000,22677,Isparta,22819,Keçiborlu,22825,Cumhuriyet
544089,1835472,Rent,Müstakil Ev,Konut,550,TRY,550,TRY,2,1,2 + 1,105,40596,Tekirdağ,40626,Çorlu,40643,Reşadiye
544090,2002896,Sale,Daire,Konut,285000,TRY,285000,TRY,4,1,4 + 1,200,25014,Kayseri,25366,Melikgazi,25376,Mimarsinanbahçelievler
544091,1838511,Rent,Daire,Konut,1300,TRY,1300,TRY,3,1,3 + 1,180,6826,Adana,7452,Seyhan,7457,Sümer
544092,737936,Sale,Daire,Konut,185000,TRY,185000,TRY,4,1,4 + 1,145,1012,Ankara,1912,Keçiören,1941,Kanuni
544093,1829232,Rent,Daire,Konut,650,TRY,650,TRY,3,1,3 + 1,110,1012,Ankara,1912,Keçiören,1934,Çiçekli
544094,2258238,Sale,Daire,Konut,350000,TRY,350000,TRY,3,1,3 + 1,160,41649,Trabzon,42419,Yomra,42441,Kaşüstü
