no,id,listingType,type,parentType,price,currency,basePrice,baseCurrency,roomCount,livingRoomCount,roomSlug,size,cityId,cityName,countyId,countyName,districtId,districtName
537000,1482716,Sale,Tarla,Arsa,220000,TRY,220000,TRY,,,,3841,2554,İzmir,3858,Torbalı,3875,Karakuyu
537001,2132749,Rent,Müstakil Ev,Konut,700,TRY,700,TRY,1,1,1 + 1,60,6826,Adana,7452,Seyhan,7543,Yeşilyurt
537002,1025992,Sale,Yazlık,Konut,800000,TRY,800000,TRY,3,1,3 + 1,400,10423,Aydın,10831,Kuşadası,10853,Davutlar
537003,2218651,Sale,AVM,İşyeri,27500000,TRY,27500000,TRY,,,,15000,3960,Antalya,4065,Alanya,4117,Cumhuriyet
537004,2020968,Sale,Dükkan / Mağaza,İşyeri,25000,TRY,25000,TRY,,,,45,6826,Adana,6995,Çukurova,7001,Huzurevleri
537005,2262147,Sale,Daire,Konut,160000,TRY,160000,TRY,3,1,3 + 1,110,17102,Düzce,17103,Akçakoca,17108,Osmaniye
537006,1501130,Sale,Daire,Konut,540000,TRY,540000,TRY,3,1,3 + 1,115,1,İstanbul,926,Ümraniye,939,İstiklal
537007,2091366,Sale,Daire,Konut,170000,TRY,170000,TRY,2,1,2 + 1,92,11210,Balıkesir,11609,Edremit,11640,Akçay
537008,2052114,Rent,Daire,Konut,2650,TRY,2650,TRY,2,1,2 + 1,160,1,İstanbul,229,Beylikdüzü,232,Cumhuriyet
537009,577457,Sale,Daire,Konut,700000,TRY,700000,TRY,1,1,1 + 1,160,2554,İzmir,2860,Bornova,2878,Kazımdirik
537010,1819929,Sale,Rezidans,Konut,445000,TRY,445000,TRY,3,1,3 + 1,135,3960,Antalya,4022,Aksu,4058,Kemerağzı
537011,698990,Sale,Daire,Konut,260000,TRY,260000,TRY,3,1,3 + 1,130,2554,İzmir,3529,Menemen,3560,30 Ağustos
537012,1149460,Sale,Rezidans,Konut,1070000,TRY,1070000,TRY,2,1,2 + 1,120,1,İstanbul,963,Üsküdar,966,Acıbadem
537013,1970863,Sale,Daire,Konut,125000,TRY,125000,TRY,3,1,3 + 1,130,1012,Ankara,1912,Keçiören,1919,İncirli
537014,1525312,Rent,Daire,Konut,680,TRY,680,TRY,3,1,3 + 1,120,19584,Eskişehir,20081,Tepebaşı,20155,Işıklar
537015,1711825,Sale,Daire,Konut,185000,TRY,185000,TRY,2,1,2 + 1,95,1,İstanbul,394,Esenyurt,399,Pınar
537016,1805292,Sale,Daire,Konut,98000,TRY,98000,TRY,2,1,2 + 1,100,25014,Kayseri,25366,Melikgazi,71449,İldem Cumhuriyet
537017,1953581,Sale,Daire,Konut,565000,TRY,565000,TRY,2,1,2 + 1,95,1,İstanbul,144,Bayrampaşa,151,İsmet Paşa
537018,2037890,Sale,Daire,Konut,615000,TRY,615000,TRY,3,1,3 + 1,140,1,İstanbul,843,Şişli,74395,Halide Edip Adıvar
537019,1407367,Rent,Daire,Konut,1150,TRY,1150,TRY,2,1,2 + 1,85,1,İstanbul,229,Beylikdüzü,232,Cumhuriyet
