no,id,listingType,type,parentType,price,currency,basePrice,baseCurrency,roomCount,livingRoomCount,roomSlug,size,cityId,cityName,countyId,countyName,districtId,districtName
423000,1924586,Sale,Daire,Konut,245000,TRY,245000,TRY,2,1,2 + 1,105,1,İstanbul,394,Esenyurt,407,Mehterçeşme
423001,1100854,Rent,Cafe / Restoran / Bar,İşyeri,85000,TRY,85000,TRY,,,,50,1,İstanbul,8,Arnavutköy,33,Anadolu
423002,2301602,Rent,Dükkan / Mağaza,İşyeri,900,TRY,900,TRY,,,,60,1,İstanbul,67,Avcılar,75,Merkez
423003,2050132,Sale,Daire,Konut,279000,TRY,279000,TRY,3,1,3 + 1,145,36701,Samsun,37367,İlkadım,37384,Rasathane
423004,1339991,Sale,Konut İmarlı,Arsa,245000,TRY,245000,TRY,,,,750,10423,Aydın,11113,Efeler,11163,Gölhisar
423005,486547,Sale,Müstakil Ev,Konut,775000,TRY,775000,TRY,2,1,2 + 1,130,32637,Muğla,32638,Bodrum,32685,Gündoğan
423006,1345599,Sale,Daire,Konut,330000,TRY,330000,TRY,3,1,3 + 1,180,36701,Samsun,36803,Atakum,36824,Mevlana
423007,1989721,Rent,Daire,Konut,700,TRY,700,TRY,3,1,3 + 1,125,8229,Afyonkarahisar,8669,Afyonkarahisar Merkez,70284,Mareşal Fevzi Çakmak
423008,1483280,Sale,Daire,Konut,125000,TRY,125000,TRY,3,1,3 + 1,100,1012,Ankara,2419,Sincan,2428,Akşemsettin
423009,1517014,Sale,Daire,Konut,250000,TRY,250000,TRY,2,1,2 + 1,120,15241,Denizli,15957,Merkezefendi,15983,Çakmak
423010,2253044,Sale,Daire,Konut,430000,TRY,430000,TRY,3,1,3 + 1,130,5092,Bursa,5776,Nilüfer,5817,Ataevler
423011,1461778,Sale,Daire,Konut,385000,TRY,385000,TRY,2,1,2 + 1,85,1,İstanbul,580,Kartal,581,Atalar
423012,1368658,Sale,Daire,Konut,199000,TRY,199000,TRY,1,1,1 + 1,70,1,İstanbul,101,Bahçelievler,106,Hürriyet
423013,1827960,Sale,Daire,Konut,475000,TRY,475000,TRY,4,1,4 + 1,160,1012,Ankara,1565,Etimesgut,1586,Şehit Osman Avcı
423014,1431575,Sale,Daire,Konut,132000,TRY,132000,TRY,3,1,3 + 1,125,5092,Bursa,5138,Gemlik,5145,Eşref Dinçer
423015,1737673,Sale,Daire,Konut,195000,TRY,195000,TRY,2,1,2 + 1,90,13752,Bolu,13823,Bolu Merkez,70857,Sağlık
423016,776427,Sale,Bahçe,Arsa,180000,TRY,180000,TRY,,,,1750,40596,Tekirdağ,40846,Saray,40874,Yuvalı
423017,1357322,Sale,Daire,Konut,158000,TRY,158000,TRY,2,1,2 + 1,80,29689,Manisa,30838,Yunusemre,30855,Barbaros
423018,1722457,Sale,Daire,Konut,195000,TRY,195000,TRY,1,1,1 + 1,60,17436,Edirne,17607,Edirne Merkez,70419,Abdurrahman
423019,952715,Sale,Bahçe,Arsa,85000,TRY,85000,TRY,,,,925,14827,Çorum,15038,Çorum Merkez,71782,Karaca Köyü
423020,1297602,Sale,Daire,Konut,210000,TRY,210000,TRY,2,1,2 + 1,85,2554,İzmir,3366,Konak,3457,Murat Reis
423021,1673873,Rent,Daire,Konut,750,TRY,750,TRY,2,1,2 + 1,90,6253,Kocaeli,6294,Çayırova,6296,Atatürk
423022,1148739,Sale,Tarla,Arsa,4250000,TRY,4250000,TRY,,,,25000,32637,Muğla,32638,Bodrum,32702,Yalıkavak
423023,1789429,Sale,Zeytinlik,Arsa,340000,TRY,340000,TRY,,,,9811,32637,Muğla,32956,Milas,33075,Kısırlar
423024,2186682,Sale,Daire,Konut,214000,TRY,214000,TRY,1,1,1 + 1,90,1,İstanbul,355,Çekmeköy,363,Cumhuriyet
423025,1624487,Sale,Tarla,Arsa,45000,TRY,45000,TRY,,,,900,6826,Adana,6995,Çukurova,7018,Söğütlü
