no,id,listingType,type,parentType,price,currency,basePrice,baseCurrency,roomCount,livingRoomCount,roomSlug,size,cityId,cityName,countyId,countyName,districtId,districtName
589000,1462377,Rent,Daire,Konut,570,TRY,570,TRY,2,1,2 + 1,100,1,İstanbul,67,Avcılar,73,Üniversite
589001,2066339,Sale,Daire,Konut,310000,TRY,310000,TRY,3,1,3 + 1,170,6826,Adana,6995,Çukurova,7011,Yüzüncüyıl
589002,2204565,Sale,Daire,Konut,219000,TRY,219000,TRY,4,1,4 + 1,185,1012,Ankara,2228,Polatlı,74536,Mehmet Akif
589003,1850687,Rent,Daire,Konut,950,TRY,950,TRY,2,1,2 + 1,90,10423,Aydın,10831,Kuşadası,10840,Hacıfeyzullah
589004,1801937,Sale,Konut İmarlı,Arsa,86000,TRY,86000,TRY,,,,147,40596,Tekirdağ,40810,Marmaraereğlisi,40820,Yeniçiftlik
589005,1988823,Rent,Daire,Konut,1100,TRY,1100,TRY,2,1,2 + 1,90,1,İstanbul,601,Küçükçekmece,605,Cumhuriyet
589006,1837738,Sale,Daire,Konut,235000,TRY,235000,TRY,2,1,2 + 1,90,2554,İzmir,3102,Karabağlar,3133,Reis
589007,2193544,Sale,Daire,Konut,430,TRY,430,TRY,2,1,2 + 1,85,1012,Ankara,2419,Sincan,2421,Andiçen
589008,2200975,Rent,Daire,Konut,1750,TRY,1750,TRY,3,1,3 + 1,145,1,İstanbul,537,Kadıköy,547,Sahrayı Cedit
589009,1335106,Sale,Daire,Konut,152000,TRY,152000,TRY,1,1,1 + 1,75,1,İstanbul,355,Çekmeköy,361,Aydınlar
589010,1275458,Sale,Daire,Konut,195000,TRY,195000,TRY,2,1,2 + 1,160,6253,Kocaeli,6455,İzmit,6480,Orhan
589011,1769529,Sale,Tarla,Arsa,370000,TRY,370000,TRY,,,,5706,10423,Aydın,10831,Kuşadası,10859,Yeniköy
589012,1745390,Sale,Daire,Konut,160000,TRY,160000,TRY,2,1,2 + 1,130,31676,Mersin,32204,Silifke,32248,Atakent
589013,1868581,Rent,Rezidans,Konut,1000,TRY,1000,TRY,2,1,2 + 1,100,5092,Bursa,5545,Kestel,5551,Vanimehmet
589014,1138402,Sale,Daire,Konut,275000,TRY,275000,TRY,2,1,2 + 1,90,2554,İzmir,2907,Buca,2911,Çamlıkule
589015,1955359,Sale,Daire,Konut,375000,TRY,375000,TRY,3,1,3 + 1,150,10423,Aydın,10831,Kuşadası,10850,Ege
589016,1949561,Rent,Daire,Konut,1500,TRY,1500,TRY,3,1,3 + 1,120,1,İstanbul,101,Bahçelievler,108,Siyavuşpaşa
589017,1408617,Sale,Ofis + Depo,İşyeri,195000,TRY,195000,TRY,,,,50,40596,Tekirdağ,40626,Çorlu,40627,Muhittin
589018,1824284,Sale,Daire,Konut,215000,TRY,215000,TRY,3,1,3 + 1,135,2554,İzmir,3529,Menemen,3564,Uğur Mumcu
589019,2126125,Rent,Daire,Konut,800,TRY,800,TRY,2,1,2 + 1,80,1,İstanbul,682,Sancaktepe,687,Akpınar
589020,2112724,Rent,Komple Bina,İşyeri,30000,TRY,30000,TRY,,,,1580,31676,Mersin,32601,Yenişehir,32606,Eğriçam
589021,2228768,Sale,Daire,Konut,275000,TRY,275000,TRY,2,1,2 + 1,110,5092,Bursa,5969,Osmangazi,6021,Yunuseli
589022,2306415,Rent,Daire,Konut,750,TRY,750,TRY,3,1,3 + 1,125,3960,Antalya,4574,Kepez,4602,Kanal
589023,1442884,Rent,Daire,Konut,900,TRY,900,TRY,3,1,3 + 1,135,11210,Balıkesir,12382,Karesi,12396,Paşa Alanı
589024,1588058,Sale,Daire,Konut,479000,TRY,479000,TRY,4,1,4 + 1,185,1012,Ankara,1565,Etimesgut,1579,Bağlıca
589025,1816196,Rent,Daire,Konut,400,TRY,400,TRY,3,1,3 + 1,130,35966,Sakarya,35967,Adapazarı,35996,Taşkısığı
589026,1905278,Sale,Daire,Konut,224500,TRY,224500,TRY,3,1,3 + 1,110,5092,Bursa,5969,Osmangazi,6021,Yunuseli
589027,2139216,Sale,Daire,Konut,350000,TRY,350000,TRY,3,1,3 + 1,145,44190,Zonguldak,44415,Ereğli,44479,Süleymanlar
589028,2240078,Sale,Daire,Konut,153000,TRY,153000,TRY,3,1,3 + 1,150,1,İstanbul,394,Esenyurt,404,Güzelyurt
589029,1835107,Sale,Daire,Konut,250000,TRY,250000,TRY,3,1,3 + 1,140,1,İstanbul,355,Çekmeköy,358,Alemdağ
589030,1811249,Sale,Daire,Konut,178000,TRY,178000,TRY,3,1,3 + 1,140,26630,Konya,27615,Karatay,27660,Gaziosmanpaşa
